"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type"
"ENSG00000166033",1513.12337050703,8.4799817866622,8.72074913385558e-32,2.39363119259253e-29,"HTRA1","protein_coding"
"ENSG00000163661",2178.62129202459,8.3981281831115,1.1437084260526e-22,1.14665330403585e-20,"PTX3","protein_coding"
"ENSG00000170561",68.0563810190999,8.30056858460966,8.66949447971908e-14,2.96837108535658e-12,"IRX2","protein_coding"
"ENSG00000113083",716.862892474695,8.28346357332563,1.25036485136883e-26,2.09348587064684e-24,"LOX","protein_coding"
"ENSG00000134259",46.6493536852965,8.266006992723,1.53088672720413e-15,6.45633160543546e-14,"NGF","protein_coding"
"ENSG00000164761",84.0039189135679,8.26426526382967,2.57883494872025e-16,1.24073084903515e-14,"TNFRSF11B","protein_coding"
"ENSG00000206075",241.818220458247,8.25882644054114,1.29905161626959e-09,2.21036800926846e-08,"SERPINB5","protein_coding"
"ENSG00000133135",51.6675058198605,8.24298995043909,7.25201640445747e-13,2.13392813110424e-11,"RNF128","protein_coding"
"ENSG00000150551",92.8836574283286,8.23387666484487,1.19676189785657e-17,6.63489551516974e-16,"LYPD1","protein_coding"
"ENSG00000013588",595.692016193241,8.21224331059618,5.41007675430552e-40,2.92196500313991e-37,"GPRC5A","protein_coding"
"ENSG00000182916",145.758164497303,8.17246941517743,3.10080032514261e-12,8.25384735196546e-11,"TCEAL7","protein_coding"
"ENSG00000167244",425.214592884021,8.16591276948552,8.36170491706015e-18,4.68227509787084e-16,"IGF2","protein_coding"
"ENSG00000197702",407.161019532925,8.1617657939098,1.70569562137948e-85,2.85584617887566e-81,"PARVA","protein_coding"
"ENSG00000150630",200.879567889207,8.15785541923387,7.12520634119302e-22,6.56710714188728e-20,"VEGFC","protein_coding"
"ENSG00000104415",26.2497254842711,8.13627615116947,7.38273006865602e-07,6.94432862581504e-06,"CCN4","protein_coding"
"ENSG00000183840",41.3379417063912,8.09147324677323,1.40038112284037e-25,2.09344474461752e-23,"GPR39","protein_coding"
"ENSG00000111319",147.571470307052,8.08575679745983,2.3787762022135e-15,9.78571251932692e-14,"SCNN1A","protein_coding"
"ENSG00000125675",20.002850113382,8.06391924299316,2.83632470047579e-08,3.68986670241384e-07,"GRIA3","protein_coding"
"ENSG00000116774",495.511166131282,8.06038211679138,3.60184661203918e-18,2.12344076849901e-16,"OLFML3","protein_coding"
"ENSG00000072041",110.646444031511,8.02712267858952,9.65983424054162e-16,4.26740381766196e-14,"SLC6A15","protein_coding"
"ENSG00000105825",1260.63179504821,8.02288951143953,5.88011613247877e-25,7.93957938758807e-23,"TFPI2","protein_coding"
"ENSG00000188643",2591.19211301644,8.02033728041711,1.91096924590782e-77,1.06651193614116e-73,"S100A16","protein_coding"
"ENSG00000128510",224.574983508532,8.00817314499391,3.56935245789139e-28,6.64018535583061e-26,"CPA4","protein_coding"
"ENSG00000075043",10.9310391548739,8.00730860730532,8.12313649796753e-06,5.9287565120083e-05,"KCNQ2","protein_coding"
"ENSG00000084636",163.571715328062,7.99294716380715,1.35127091586456e-24,1.70107736423461e-22,"COL16A1","protein_coding"
"ENSG00000176692",42.9236432399041,7.975630101236,5.19002568464751e-13,1.57421376880531e-11,"FOXC2","protein_coding"
"ENSG00000135480",5311.7527623577,7.96983548140568,6.45237069900509e-20,4.82285904524296e-18,"KRT7","protein_coding"
"ENSG00000137440",164.292553174292,7.96744578293375,4.68457542607226e-10,8.6380888060273e-09,"FGFBP1","protein_coding"
"ENSG00000204262",587.282458051802,7.95288399127809,8.06660449167195e-37,3.21569426200151e-34,"COL5A2","protein_coding"
"ENSG00000130701",11.3843566003772,7.93777987102222,0.000155601909022464,0.000800873889567512,"RBBP8NL","protein_coding"
"ENSG00000132031",52.4532202434933,7.9239963855665,9.24895220145204e-27,1.59644542998878e-24,"MATN3","protein_coding"
"ENSG00000089356",839.887609734278,7.90793377640617,2.50776212086158e-15,1.02605997464541e-13,"FXYD3","protein_coding"
"ENSG00000133110",171.810370862329,7.90195514543576,9.59831513921968e-12,2.3351124838898e-10,"POSTN","protein_coding"
"ENSG00000058085",579.976448071664,7.89387107797732,9.10033183299686e-23,9.29066194389429e-21,"LAMC2","protein_coding"
"ENSG00000132698",193.536118896705,7.89201835711529,3.57482554187741e-08,4.51382383466467e-07,"RAB25","protein_coding"
"ENSG00000074527",353.372683107061,7.8913603244226,5.41312470960187e-35,1.84963157169111e-32,"NTN4","protein_coding"
"ENSG00000167644",867.156284663389,7.87631162101831,1.45254095904969e-17,7.97373550077673e-16,"C19orf33","protein_coding"
"ENSG00000156463",39.614747437038,7.85953430050587,1.85330148419051e-21,1.65052269945753e-19,"SH3RF2","protein_coding"
"ENSG00000198732",81.1091061548564,7.83926654348123,1.91658113018155e-12,5.23479899879767e-11,"SMOC1","protein_coding"
"ENSG00000112769",442.485516998528,7.83510709865651,1.00595025093462e-22,1.0207651546302e-20,"LAMA4","protein_coding"
"ENSG00000109321",520.084467219907,7.83496666594325,3.51405927763117e-16,1.67623631012475e-14,"AREG","protein_coding"
"ENSG00000162631",33.4977689467829,7.78722699987635,7.43789633710189e-14,2.57831673648234e-12,"NTNG1","protein_coding"
"ENSG00000115380",1893.24497937314,7.78585731019125,1.33936628980492e-27,2.43052865386165e-25,"EFEMP1","protein_coding"
"ENSG00000137573",251.031523623816,7.77238285003396,1.44008341690741e-14,5.44273513527783e-13,"SULF1","protein_coding"
"ENSG00000111700",19.7519027372268,7.73953330003418,1.83479431184576e-05,0.000123224874300977,"SLCO1B3","protein_coding"
"ENSG00000187957",63.8687608276133,7.71726012467084,1.92840538630759e-15,8.05169361170771e-14,"DNER","protein_coding"
"ENSG00000038427",298.87778899541,7.70534334491202,1.04694746992287e-18,6.51637230071327e-17,"VCAN","protein_coding"
"ENSG00000138119",1060.59412047205,7.69877694139692,1.85099791565748e-45,1.63111884746596e-42,"MYOF","protein_coding"
"ENSG00000168874",35.0071343241049,7.68097011514758,2.08750455848791e-16,1.0219616614843e-14,"ATOH8","protein_coding"
"ENSG00000244694",27.4248324537035,7.66912714328845,3.34543380285131e-14,1.21766517741608e-12,"PTCHD4","protein_coding"
"ENSG00000108821",2655.78988048965,7.66796295155839,2.79556787398023e-26,4.58884244255402e-24,"COL1A1","protein_coding"
"ENSG00000184292",486.467213576635,7.6584066018068,1.7760136649901e-16,8.77162147284049e-15,"TACSTD2","protein_coding"
"ENSG00000197632",476.571979997239,7.64281472965635,2.98575621325042e-13,9.41440984528283e-12,"SERPINB2","protein_coding"
"ENSG00000099260",92.9051372138306,7.63161536393608,1.32338932744546e-10,2.67602747698301e-09,"PALMD","protein_coding"
"ENSG00000174348",33.980334494941,7.61986777315221,3.15991153701527e-06,2.53747716375284e-05,"PODN","protein_coding"
"ENSG00000124882",162.972588260799,7.61244570112377,9.38452113307647e-15,3.6037852598876e-13,"EREG","protein_coding"
"ENSG00000204767",37.1373575490661,7.59624572992392,5.50740280779598e-13,1.65251693926394e-11,"INSYN2B","protein_coding"
"ENSG00000102359",134.880774118232,7.58769256042754,1.03115241268348e-21,9.38292654649977e-20,"SRPX2","protein_coding"
"ENSG00000169908",962.195236418992,7.58564272201212,1.90514494072526e-31,5.0631494829465e-29,"TM4SF1","protein_coding"
"ENSG00000154175",777.335467824568,7.55937248197973,4.05978395226084e-18,2.37667701792669e-16,"ABI3BP","protein_coding"
"ENSG00000163071",31.9497997322424,7.54823412856252,2.69192219092936e-13,8.5686032780856e-12,"SPATA18","protein_coding"
"ENSG00000011465",2047.47529632635,7.54438805966103,9.34165731427359e-19,5.91288311546579e-17,"DCN","protein_coding"
"ENSG00000177494",32.6399227716047,7.54405943420357,7.20466023132026e-05,0.000411137103793439,"ZBED2","protein_coding"
"ENSG00000110203",28.1875207579791,7.5385904434537,1.87025396500189e-09,3.06996687608104e-08,"FOLR3","protein_coding"
"ENSG00000100842",63.9015663771472,7.51709758609148,4.36029022576254e-11,9.49341212613033e-10,"EFS","protein_coding"
"ENSG00000212724",24.5901896791189,7.51238725560415,7.61618551532532e-10,1.3565722774797e-08,"KRTAP2-3","protein_coding"
"ENSG00000184347",53.5829679045783,7.48742124854306,7.17974150777131e-10,1.2870493797068e-08,"SLIT3","protein_coding"
"ENSG00000277586",69.29395621787,7.48558733220634,1.41971738427525e-08,1.96611481926555e-07,"NEFL","protein_coding"
"ENSG00000117472",247.935771209729,7.46331307070517,1.54052945608572e-12,4.27746014647482e-11,"TSPAN1","protein_coding"
"ENSG00000168143",23.4592660969923,7.44400492720466,8.22533805348771e-09,1.1913221023317e-07,"FAM83B","protein_coding"
"ENSG00000148677",541.463837825138,7.44339735880049,1.11262359883928e-18,6.89950256124668e-17,"ANKRD1","protein_coding"
"ENSG00000162706",44.1728851732336,7.43747630136407,3.56359018453111e-08,4.50303324223429e-07,"CADM3","protein_coding"
"ENSG00000223953",29.3455698636173,7.42568784295382,2.8445240124664e-11,6.37097216192005e-10,"C1QTNF5","protein_coding"
"ENSG00000049283",43.9412964390241,7.42021661089081,7.51793090766433e-09,1.09836576952028e-07,"EPN3","protein_coding"
"ENSG00000183671",50.7719546673016,7.40684972930284,5.42001317559796e-13,1.62921509154464e-11,"GPR1","protein_coding"
"ENSG00000121440",60.6942477055801,7.40646219232493,1.46764697294141e-14,5.53441740269325e-13,"PDZRN3","protein_coding"
"ENSG00000142173",1747.4655308884,7.39853575575045,3.47265265408861e-24,4.24398710856975e-22,"COL6A2","protein_coding"
"ENSG00000112902",51.9835596766906,7.39431899630927,4.34012655427086e-13,1.33824565189976e-11,"SEMA5A","protein_coding"
"ENSG00000123610",43.863495972484,7.32580634277048,6.89062529690748e-10,1.24454950750941e-08,"TNFAIP6","protein_coding"
"ENSG00000166265",19.0174047599624,7.3256669035609,1.2011570483171e-06,1.06622071728873e-05,"CYYR1","protein_coding"
"ENSG00000163347",330.031530723981,7.3235675006663,3.29739955168055e-19,2.21720324071436e-17,"CLDN1","protein_coding"
"ENSG00000146038",34.5382658527697,7.31750621683328,1.13641275085461e-07,1.26761883328172e-06,"DCDC2","protein_coding"
"ENSG00000172818",25.2928063032492,7.29401355536408,1.03476522976495e-05,7.36297247851869e-05,"OVOL1","protein_coding"
"ENSG00000153246",26.0734659360179,7.25423468305376,4.31792279396074e-16,2.04801646853498e-14,"PLA2R1","protein_coding"
"ENSG00000128422",1052.66880174581,7.25061434903477,6.23949516392311e-16,2.838800748086e-14,"KRT17","protein_coding"
"ENSG00000160886",173.613384681567,7.24231728568503,2.80285056956066e-25,4.04552819708225e-23,"LY6K","protein_coding"
"ENSG00000155066",98.8601365912145,7.23572909747012,5.80557007870305e-12,1.46610346648153e-10,"PROM2","protein_coding"
"ENSG00000078401",188.656214239701,7.23262016519204,3.7951163020501e-21,3.25854524334486e-19,"EDN1","protein_coding"
"ENSG00000204389",95.6358921968758,7.19763142777932,2.00077447682948e-06,1.68251969189131e-05,"HSPA1A","protein_coding"
"ENSG00000149968",51.6274925149393,7.19343077716688,8.7760730258396e-10,1.54346418772723e-08,"MMP3","protein_coding"
"ENSG00000128710",19.3520937024377,7.1667505322827,6.64606007701212e-08,7.91992767753835e-07,"HOXD10","protein_coding"
"ENSG00000183876",30.9210325312502,7.16132844232117,3.69419516346499e-15,1.48325922354663e-13,"ARSI","protein_coding"
"ENSG00000196542",20.0841091398955,7.16066312249222,3.66648797194036e-07,3.71148779408691e-06,"SPTSSB","protein_coding"
"ENSG00000154736",24.2211395656059,7.14869707779608,1.01623501666447e-09,1.7613688285728e-08,"ADAMTS5","protein_coding"
"ENSG00000128709",21.4796987779733,7.14661627006648,8.99758876890789e-13,2.59735566823836e-11,"HOXD9","protein_coding"
"ENSG00000185567",252.533190007301,7.14462291252881,6.16744232684771e-23,6.57716476932555e-21,"AHNAK2","protein_coding"
"ENSG00000149380",19.0456244194682,7.14319440571168,6.71041588150974e-10,1.21574736279147e-08,"P4HA3","protein_coding"
"ENSG00000115648",272.58778979309,7.14179637454392,7.95360154970839e-24,9.24771880185886e-22,"MLPH","protein_coding"
"ENSG00000080573",29.8393869469828,7.10851044416628,1.36506737796802e-08,1.89513458617899e-07,"COL5A3","protein_coding"
"ENSG00000213214",42.5309634503971,7.10342076285114,8.10601835108362e-10,1.43314746834417e-08,"ARHGEF35","protein_coding"
"ENSG00000157654",46.637657332212,7.07320603257439,2.45337198741161e-19,1.68347570431281e-17,"PALM2AKAP2","protein_coding"
"ENSG00000170373",29.7666660793007,7.07252975747977,1.06974029279401e-05,7.57321848720933e-05,"CST1","protein_coding"
"ENSG00000163531",40.4038671359774,7.06900351374863,6.25211709022337e-11,1.32004030821702e-09,"NFASC","protein_coding"
"ENSG00000189001",80.0493185495069,7.06537316172772,6.93146632928853e-12,1.7117041408743e-10,"SBSN","protein_coding"
"ENSG00000070731",40.5362959803226,7.06186770466215,1.09566054035947e-08,1.55068845538788e-07,"ST6GALNAC2","protein_coding"
"ENSG00000143850",108.546420253415,7.0604296314285,2.47847204670346e-24,3.07385610947823e-22,"PLEKHA6","protein_coding"
"ENSG00000174567",22.70270385458,7.05478324541942,1.952117055971e-09,3.1825020319496e-08,"GOLT1A","protein_coding"
"ENSG00000142156",1693.71990432989,7.03092922871488,6.3506946016952e-25,8.43886346953831e-23,"COL6A1","protein_coding"
"ENSG00000182326",534.072829325238,7.02443030725927,2.83369395564557e-22,2.74245883811409e-20,"C1S","protein_coding"
"ENSG00000204941",44.446574251328,7.0242033524175,4.48314446825111e-11,9.74821919895173e-10,"PSG5","protein_coding"
"ENSG00000196196",19.722261029738,7.02187962250817,1.55574941695818e-14,5.85346348047883e-13,"HRCT1","protein_coding"
"ENSG00000164176",173.028466919872,7.01588242461172,7.07204056506338e-17,3.63212193806308e-15,"EDIL3","protein_coding"
"ENSG00000164283",27.8746409967775,7.0108754066876,3.55538181960331e-08,4.49647117810347e-07,"ESM1","protein_coding"
"ENSG00000155816",77.7536495055979,6.99886813350338,3.90015964186578e-12,1.01398094539998e-10,"FMN2","protein_coding"
"ENSG00000187800",38.3264455944688,6.95409210965449,1.30295372815269e-11,3.09877191341768e-10,"PEAR1","protein_coding"
"ENSG00000103067",80.8846478536231,6.94663930329687,7.12553974002985e-13,2.10410779307442e-11,"ESRP2","protein_coding"
"ENSG00000106333",772.837853860434,6.94439821250012,2.14756415535531e-17,1.15616291489112e-15,"PCOLCE","protein_coding"
"ENSG00000118849",33.7228778884714,6.94337345375379,2.06572916077912e-13,6.70281072459784e-12,"RARRES1","protein_coding"
"ENSG00000196754",1532.69259306976,6.94242217383554,1.39842905896615e-23,1.58202011718042e-21,"S100A2","protein_coding"
"ENSG00000153294",16.5026874850675,6.93644818305672,7.32200727757964e-08,8.59115693731902e-07,"ADGRF4","protein_coding"
"ENSG00000010438",61.2920237471934,6.93511251280365,3.95772870926281e-12,1.02576241144253e-10,"PRSS3","protein_coding"
"ENSG00000163735",32.1419608051069,6.93503869768719,1.00333093646328e-07,1.13472997548327e-06,"CXCL5","protein_coding"
"ENSG00000138675",105.428228582817,6.9332398801213,1.73202429432414e-15,7.26799066663387e-14,"FGF5","protein_coding"
"ENSG00000140945",294.985468101544,6.92217939572353,7.39843793827679e-31,1.84883651344132e-28,"CDH13","protein_coding"
"ENSG00000147676",697.590718969191,6.91840229243402,1.27223702998789e-15,5.43394504925696e-14,"MAL2","protein_coding"
"ENSG00000101955",656.689081278234,6.90757306066085,2.62197053995673e-20,2.1105602283892e-18,"SRPX","protein_coding"
"ENSG00000159166",286.653329713544,6.89800920053354,8.70461992643014e-14,2.97431533526979e-12,"LAD1","protein_coding"
"ENSG00000173918",139.529624953202,6.88102794151456,4.2454750694026e-23,4.58593477980696e-21,"C1QTNF1","protein_coding"
"ENSG00000137975",15.6242412021814,6.85764634575004,9.13154807606676e-06,6.59575105425306e-05,"CLCA2","protein_coding"
"ENSG00000157168",189.909151126917,6.85712875142003,1.21254713356175e-20,1.02533720491032e-18,"NRG1","protein_coding"
"ENSG00000205420",193.597747075084,6.84610309052722,2.47145667861227e-06,2.03639759694907e-05,"KRT6A","protein_coding"
"ENSG00000119681",222.069508227913,6.81578357235639,7.82324950192889e-26,1.23570440010184e-23,"LTBP2","protein_coding"
"ENSG00000123496",60.0666040541665,6.81161580256133,6.78002956245464e-10,1.22589670587665e-08,"IL13RA2","protein_coding"
"ENSG00000124212",21.3385636420828,6.79335885880422,1.46221654409672e-09,2.46544729081686e-08,"PTGIS","protein_coding"
"ENSG00000065618",115.641178634314,6.77146576045439,4.67620235819787e-13,1.42871635188516e-11,"COL17A1","protein_coding"
"ENSG00000125798",23.9730688822805,6.76535556329512,0.000117531815648211,0.000628701338465813,"FOXA2","protein_coding"
"ENSG00000181449",23.3960775582356,6.75778224168434,1.66077076035129e-07,1.78933621882636e-06,"SOX2","protein_coding"
"ENSG00000162520",111.163573609174,6.75204969042896,2.02270647283411e-19,1.40523545538015e-17,"SYNC","protein_coding"
"ENSG00000157150",57.2353129367967,6.74080782473371,4.31739033032885e-11,9.41224821623645e-10,"TIMP4","protein_coding"
"ENSG00000165072",49.4823519304378,6.72757913915605,4.52258771580941e-11,9.82123036651064e-10,"MAMDC2","protein_coding"
"ENSG00000062038",144.688582620148,6.72372782643928,1.37889931825493e-09,2.32965805101335e-08,"CDH3","protein_coding"
"ENSG00000142910",336.968392745504,6.70979953447339,1.21353155799626e-18,7.49747559982705e-17,"TINAGL1","protein_coding"
"ENSG00000145934",48.1233259776593,6.70161939384371,7.60958535778988e-09,1.11078716343048e-07,"TENM2","protein_coding"
"ENSG00000138347",43.8411396998681,6.68442696205048,8.98455519030505e-13,2.59735566823836e-11,"MYPN","protein_coding"
"ENSG00000129038",117.031014402214,6.67648306914119,1.0128340741282e-19,7.27806047344568e-18,"LOXL1","protein_coding"
"ENSG00000117600",15.4300656546801,6.66930085132137,4.24813538562256e-06,3.32056632873382e-05,"PLPPR4","protein_coding"
"ENSG00000137699",93.0849861493462,6.66581272435333,5.50997544367747e-11,1.17520406182792e-09,"TRIM29","protein_coding"
"ENSG00000167601",975.272708426375,6.658958826806,1.37704484154292e-26,2.28275859227258e-24,"AXL","protein_coding"
"ENSG00000225950",21.8285111374526,6.65673212476705,1.71857350220926e-10,3.41734871110328e-09,"NTF4","protein_coding"
"ENSG00000168398",47.1053868071095,6.637036183152,8.44571801102869e-14,2.9036274467896e-12,"BDKRB2","protein_coding"
"ENSG00000169594",91.9564577622381,6.63688691953843,3.55571154500926e-08,4.49647117810347e-07,"BNC1","protein_coding"
"ENSG00000183287",168.573120890396,6.61579383448604,8.23862183029613e-22,7.53766367784963e-20,"CCBE1","protein_coding"
"ENSG00000041982",976.478246145504,6.60030980439956,1.29061461054839e-17,7.13160410046589e-16,"TNC","protein_coding"
"ENSG00000138131",111.769511407727,6.59887776422761,6.06360995033514e-12,1.5212817369136e-10,"LOXL4","protein_coding"
"ENSG00000173546",103.141518151863,6.58931482682703,3.6926741157656e-15,1.48325922354663e-13,"CSPG4","protein_coding"
"ENSG00000137962",348.519596000809,6.58361096006732,5.32846169330938e-37,2.1759618080751e-34,"ARHGAP29","protein_coding"
"ENSG00000179913",61.4843801915268,6.58281895753135,2.05102516555962e-07,2.16658134681166e-06,"B3GNT3","protein_coding"
"ENSG00000133083",28.8549777328618,6.57942947179207,7.43573485939585e-11,1.552325545522e-09,"DCLK1","protein_coding"
"ENSG00000163739",325.337524575392,6.56932105127317,1.27156558599618e-11,3.03706456581084e-10,"CXCL1","protein_coding"
"ENSG00000170214",12.6212876977698,6.54963283427576,3.20059581369396e-13,1.00728525768192e-11,"ADRA1B","protein_coding"
"ENSG00000189143",532.977836352331,6.54832215872762,1.30568014305593e-14,4.97972725175068e-13,"CLDN4","protein_coding"
"ENSG00000162493",206.698207002653,6.54625975899084,7.77804982108053e-11,1.62176697577025e-09,"PDPN","protein_coding"
"ENSG00000187498",636.609321388967,6.54605975826273,3.8508095453033e-20,2.97115687636005e-18,"COL4A1","protein_coding"
"ENSG00000170276",14.0134637367302,6.52909848187627,1.66960781416766e-05,0.000113542825477698,"HSPB2","protein_coding"
"ENSG00000092969",86.8958788110289,6.52050753632008,9.97895853477932e-20,7.23066897333195e-18,"TGFB2","protein_coding"
"ENSG00000135373",125.999032038269,6.51763643970373,7.30848388582612e-12,1.80214942121335e-10,"EHF","protein_coding"
"ENSG00000174564",81.0263841620132,6.50993364286984,1.3967219048788e-12,3.91058776812471e-11,"IL20RB","protein_coding"
